timestamp,ticker,title,status,market_type,yes_bid,yes_bid2,yes_ask,yes_ask2,no_bid,no_bid2,no_ask,no_ask2,yes_depth,no_depth,liquidity_dollars,volume_24h
2025-10-21T04:15:35.677670Z,KXMVENFLSINGLEGAME-S2025F8B2F43D386-C24DEEE9E3A,"yes Dalton Schultz,yes Houston,yes C.J. Stroud: 200+,yes Sam Darnold: 200+,no Over 49.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,934.0
2025-10-21T04:15:35.860823Z,KXMVENFLSINGLEGAME-S20259CCA6B636B7-4C5DAE016E0,"no Seattle wins by over 14.5 points,yes Over 40.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,853.0
2025-10-21T04:15:36.000784Z,KXMVENFLSINGLEGAME-S202544747F6E32B-821A9403644,"yes AJ Barner,yes Kenneth Walker III,yes Seattle wins by over 6.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,847.0
2025-10-21T04:15:36.140083Z,KXMVENFLSINGLEGAME-S2025984C39B2928-6A8632C67D8,"yes Nick Chubb,yes Kenneth Walker III,yes Sam Darnold: 200+,yes Nick Chubb: 40+,yes Kenneth Walker III: 60+,yes Seattle wins by over 5.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,847.0
2025-10-21T04:15:36.279161Z,KXMVENFLSINGLEGAME-S20254C39FD9B562-BB1EA2414A3,"yes Nick Chubb,yes Sam Darnold: 250+",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,769.0
2025-10-21T04:15:36.418285Z,KXMVENFLSINGLEGAME-S2025C2A2EB2860D-34570A53399,"yes Cooper Kupp,yes Elijah Arroyo,yes Sam Darnold: 275+",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,769.0
2025-10-21T04:15:36.566590Z,KXMVENFLSINGLEGAME-S2025185BF0B071C-0C9C7877ED7,"yes Cooper Kupp,yes Seattle,no Over 44.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,756.0
2025-10-21T04:15:36.704449Z,KXMVENFLSINGLEGAME-S20259CCA6B636B7-F8C9D394B67,"no Seattle wins by over 14.5 points,yes Over 43.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,737.0
2025-10-21T04:15:59.758365Z,KXATPMATCH-25OCT21NORRUB-RUB,Will Andrey Rublev win the Norrie vs Rublev match?,active,binary,0.63,0.88,0.64,0.02,0.36,0.98,0.37,0.12,0.01,0.01,14,9,20432.47,628.0
2025-10-21T04:15:59.892412Z,KXATPMATCH-25OCT21NORRUB-NOR,Will Cameron Norrie win the Norrie vs Rublev match?,active,binary,0.36,0.88,0.37,0.02,0.63,0.98,0.64,0.12,0.01,0.01,13,11,17895.96,362.0
2025-10-21T04:16:00.016054Z,KXATPMATCH-25OCT21MPEFON-MPE,Will Giovanni Mpetshi Perricard win the Mpetshi Perricard vs Fonseca match?,active,binary,0.53,0.98,0.55,0.02,0.45,0.98,0.47,0.02,0.02,0.02,13,9,17070.57,1150.0
2025-10-21T04:16:00.134757Z,KXATPMATCH-25OCT21MPEFON-FON,Will Joao Fonseca win the Mpetshi Perricard vs Fonseca match?,active,binary,0.45,0.98,0.47,0.02,0.53,0.98,0.55,0.02,0.02,0.02,11,9,15901.1,351.0
2025-10-21T04:16:00.256327Z,KXATPMATCH-25OCT21GIRSHA-GIR,Will Marcos Giron win the Giron vs Shapovalov match?,active,binary,0.4,0.98,0.41,0.02,0.59,0.98,0.6,0.02,0.01,0.01,12,10,15431.1,45.0
2025-10-21T04:16:00.379680Z,KXATPMATCH-25OCT21GIRSHA-SHA,Will Denis Shapovalov win the Giron vs Shapovalov match?,active,binary,0.59,0.98,0.6,0.02,0.4,0.98,0.41,0.02,0.01,0.01,13,9,14045.22,286.0
2025-10-21T04:16:00.512463Z,KXATPMATCH-25OCT21ETCBUD-ETC,Will Tomas Martin Etcheverry win the Etcheverry vs Budkov Kjaer match?,active,binary,0.56,0.98,0.58,0.02,0.42,0.98,0.44,0.02,0.02,0.02,11,9,12686.16,16.0
2025-10-21T04:16:00.646435Z,KXATPMATCH-25OCT21ETCBUD-BUD,Will Nicolai Budkov Kjaer win the Etcheverry vs Budkov Kjaer match?,active,binary,0.42,0.98,0.44,0.02,0.56,0.98,0.58,0.02,0.02,0.02,11,8,12536.47,33.0
2025-10-21T04:16:00.769157Z,KXDIDDYPUBLIC-25NOV01,"Will Sean Combs be seen in public before Nov 1, 2025?",active,binary,0.05,0.49,0.2,0.05,0.8,0.95,0.95,0.51,0.15,0.15,2,5,5621.97,0.0
2025-10-21T04:16:00.893312Z,KXMVENFLSINGLEGAME-S2025A53CD7C5BF5-91E81D0AB77,"yes C.J. Stroud: 175+,yes Cooper Kupp: 40+,yes Nick Chubb: 40+",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,5046.0
2025-10-21T04:16:01.019865Z,KXMVENFLMULTIGAMEEXTENDED-S2025E8FA18D6ACD-3C9DF7A096A,"yes Jaxon Smith-Njigba,yes Sam Darnold: 200+,yes Seattle wins by over 6.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,4734.0
2025-10-21T04:16:01.147103Z,KXMVENFLSINGLEGAME-S2025B554168C63E-06F7BA5272C,"yes Nico Collins,yes C.J. Stroud: 175+,yes Sam Darnold: 200+",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,4205.0
2025-10-21T04:16:01.281520Z,KXMVENFLSINGLEGAME-S2025FD2CB50955F-8556B027320,"yes Kenneth Walker III,yes Houston,yes C.J. Stroud: 175+,no Over 52.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,3333.0
2025-10-21T04:16:01.417253Z,KXMVENFLMULTIGAMEEXTENDED-S20256563B4CBEC7-8D53CA92335,"yes Kenneth Walker III,yes Sam Darnold: 200+,no Over 40.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,2341.0
2025-10-21T04:16:01.541950Z,KXMVENFLSINGLEGAME-S202574C937ABD68-41199182A2A,"yes Nick Chubb,yes Nico Collins,yes Jaxon Smith-Njigba,yes Seattle,yes C.J. Stroud: 200+,yes Sam Darnold: 200+,yes Nico Collins: 50+,yes Nick Chubb: 30+,yes Kenneth Walker III: 60+",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,2336.0
2025-10-21T04:16:01.666942Z,KXMVENFLSINGLEGAME-S20254E73C47780A-070F999AC77,"yes Nico Collins,yes Elijah Arroyo,yes Seattle wins by over 13.5 points,yes Over 38.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,2309.0
2025-10-21T04:16:01.787955Z,KXMVENFLSINGLEGAME-S202524FB416FC08-1ED6D92FD20,"yes Dalton Schultz,yes Houston,yes C.J. Stroud: 200+,yes Sam Darnold: 200+,yes Nick Chubb: 30+,yes Kenneth Walker III: 30+",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,2307.0
2025-10-21T04:16:01.908852Z,KXMVENFLSINGLEGAME-S2025EE78412CE4E-16B802B4424,"yes Kenneth Walker III,yes C.J. Stroud: 175+,yes Sam Darnold: 200+,yes Nico Collins: 50+,yes Cooper Kupp: 40+,yes Woody Marks: 30+,yes Seattle wins by over 7.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,2301.0
2025-10-21T04:16:02.043455Z,KXMVENFLSINGLEGAME-S2025570C142BA7D-728856ED0CA,"yes Jaxon Smith-Njigba,yes AJ Barner,yes Sam Darnold: 275+,yes Seattle wins by over 13.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,2299.0
2025-10-21T04:16:02.172061Z,KXMVENFLSINGLEGAME-S2025FFC5A9D092D-1C8E4081083,"yes Jaxon Smith-Njigba,yes Nico Collins,yes Dalton Schultz: 50+,yes Nico Collins: 50+,yes Woody Marks: 20+,yes Over 40.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,2247.0
2025-10-21T04:16:02.300083Z,KXMVENFLSINGLEGAME-S2025FD2CB50955F-7FE867E05D6,"yes Dalton Schultz,yes Houston,yes Sam Darnold: 175+,no Over 52.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,2118.0
2025-10-21T04:16:03.640332Z,KXMVENFLSINGLEGAME-S202507FC354D68F-00B8FDA4978,"yes C.J. Stroud,yes Nico Collins,yes Cooper Kupp,yes Cooper Kupp: 40+",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,2061.0
2025-10-21T04:16:03.777180Z,KXMVENFLSINGLEGAME-S20258049DE0D74A-92589EC4C7E,"yes Dalton Schultz,yes Nico Collins,yes Elijah Arroyo,yes Dalton Schultz: 30+,yes Elijah Arroyo: 40+",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,2061.0
2025-10-21T04:16:03.909841Z,KXMVENFLSINGLEGAME-S2025FD2CB50955F-5631E624C26,"yes Cooper Kupp,yes Houston,yes Sam Darnold: 175+,no Over 52.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,2000.0
2025-10-21T04:16:04.037691Z,KXMVENFLSINGLEGAME-S20256BFDDA2AA7A-4D30198268E,"yes Nico Collins,yes AJ Barner,yes Elijah Arroyo,yes Seattle wins by over 12.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,1851.0
2025-10-21T04:16:04.172691Z,KXMVENFLSINGLEGAME-S20252B2AE493072-C29303F68AB,"yes C.J. Stroud,yes Nico Collins,yes Cooper Kupp,yes Kenneth Walker III",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,1851.0
2025-10-21T04:16:04.314919Z,KXMVENFLSINGLEGAME-S2025886BAF2331F-6F170C9E5B1,"yes Dalton Schultz,yes Houston,yes Nico Collins: 50+",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,1798.0
2025-10-21T04:16:04.442683Z,KXMVENFLSINGLEGAME-S2025C279B5FDC79-1CE9D158617,"yes Seattle,yes C.J. Stroud: 200+,yes Sam Darnold: 200+,yes Over 28.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,1711.0
2025-10-21T04:16:04.587787Z,KXMVENFLSINGLEGAME-S2025C34D118340A-1BF43B716A5,"yes Kenneth Walker III,yes Seattle,yes Sam Darnold: 225+,yes Jaxon Smith-Njigba: 80+",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,1667.0
2025-10-21T04:16:04.724776Z,KXMVENFLSINGLEGAME-S2025926372D681A-88C4CAF562A,"yes Cooper Kupp: 60+,yes Zach Charbonnet: 40+,no Seattle wins by over 14.5 points,no Over 43.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,1617.0
2025-10-21T04:16:04.863889Z,KXMVENFLSINGLEGAME-S20255A53F1175B1-331B55128DF,"yes Nick Chubb,yes Seattle,yes Over 40.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,1538.0
2025-10-21T04:16:05.001894Z,KXMVENFLSINGLEGAME-S2025B90AE5D57D7-E726707EBCF,"yes Jaxon Smith-Njigba,yes Nico Collins,yes Sam Darnold: 200+,yes Cooper Kupp: 40+,yes Jaxon Smith-Njigba: 100+",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,1461.0
2025-10-21T04:16:05.139276Z,KXMVENFLSINGLEGAME-S20259CCA6B636B7-C5C885C96EE,"yes Seattle wins by over 14.5 points,no Over 41.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,1430.0
2025-10-21T04:16:05.279040Z,KXMVENFLSINGLEGAME-S2025B338B479F29-A4E5810E14F,"yes Jaxon Smith-Njigba,yes Dalton Schultz,yes Nico Collins,yes Kenneth Walker III",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,1333.0
2025-10-21T04:16:05.412475Z,KXMVENFLSINGLEGAME-S2025926372D681A-D0DF297EBF6,"yes Nico Collins: 80+,yes Nick Chubb: 30+,yes Seattle wins by over 7.5 points,yes Over 40.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,1295.0
2025-10-21T04:16:05.549457Z,KXMVENFLSINGLEGAME-S202564BAAAC20ED-71D046A537B,"yes Jaxon Smith-Njigba,yes Cooper Kupp: 50+",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,1294.0
2025-10-21T04:16:05.682509Z,KXMVENFLMULTIGAMEEXTENDED-S20251B4141F0F02-C26AF7B63FE,"yes Nico Collins,yes Houston",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,1274.0
2025-10-21T04:16:05.817045Z,KXMVENFLSINGLEGAME-S20259CCA6B636B7-ED2AFE01F13,"yes Seattle wins by over 13.5 points,no Over 45.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,1182.0
2025-10-21T04:16:05.954054Z,KXMVENFLSINGLEGAME-S202525349872D8B-5CA55D0F26D,"yes Nico Collins: 50+,yes Cooper Kupp: 50+,yes Elijah Arroyo: 40+,yes Tory Horton: 10+",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,1177.0
2025-10-21T04:16:06.081548Z,KXMVENFLSINGLEGAME-S202561858BB86F6-41095AF316C,"yes Sam Darnold: 250+,yes Cooper Kupp: 40+,yes Jaxon Smith-Njigba: 80+,yes Woody Marks: 20+,yes Zach Charbonnet: 50+",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,1173.0
2025-10-21T04:16:06.215983Z,KXMVENFLSINGLEGAME-S2025C15B9585F8E-033108169CD,"yes Dalton Schultz: 30+,yes Zach Charbonnet: 40+",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,1034.0
2025-10-21T04:16:06.360735Z,KXMVENFLSINGLEGAME-S2025ED59EFC8675-FF3AB37EE62,"yes Nico Collins: 70+,yes AJ Barner: 10+,yes Cooper Kupp: 60+,yes Elijah Arroyo: 40+,yes Jaxon Smith-Njigba: 90+,yes Nick Chubb: 20+,yes Zach Charbonnet: 40+",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,934.0
2025-10-21T04:16:06.499467Z,KXMVENFLSINGLEGAME-S2025F8B2F43D386-C24DEEE9E3A,"yes Dalton Schultz,yes Houston,yes C.J. Stroud: 200+,yes Sam Darnold: 200+,no Over 49.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,934.0
2025-10-21T04:16:06.643973Z,KXMVENFLSINGLEGAME-S20259CCA6B636B7-4C5DAE016E0,"no Seattle wins by over 14.5 points,yes Over 40.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,853.0
2025-10-21T04:16:06.777733Z,KXMVENFLSINGLEGAME-S202544747F6E32B-821A9403644,"yes AJ Barner,yes Kenneth Walker III,yes Seattle wins by over 6.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,847.0
2025-10-21T04:16:06.910611Z,KXMVENFLSINGLEGAME-S2025984C39B2928-6A8632C67D8,"yes Nick Chubb,yes Kenneth Walker III,yes Sam Darnold: 200+,yes Nick Chubb: 40+,yes Kenneth Walker III: 60+,yes Seattle wins by over 5.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,847.0
2025-10-21T04:16:07.037113Z,KXMVENFLSINGLEGAME-S20254C39FD9B562-BB1EA2414A3,"yes Nick Chubb,yes Sam Darnold: 250+",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,769.0
2025-10-21T04:16:07.177086Z,KXMVENFLSINGLEGAME-S2025C2A2EB2860D-34570A53399,"yes Cooper Kupp,yes Elijah Arroyo,yes Sam Darnold: 275+",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,769.0
2025-10-21T04:16:07.306375Z,KXMVENFLSINGLEGAME-S2025185BF0B071C-0C9C7877ED7,"yes Cooper Kupp,yes Seattle,no Over 44.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,756.0
2025-10-21T04:16:07.508458Z,KXMVENFLSINGLEGAME-S20259CCA6B636B7-F8C9D394B67,"no Seattle wins by over 14.5 points,yes Over 43.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,1.0,1.0,0,0,0.0,737.0
